sample,dataset,type,rotation,bits,dims,recall10,recall100,recall10in100
1m,emb_clip,BFloat16,original,11,768,0.94,0.956,1.0
1m,emb_clip,BFloat16,original,12,128,0.515,0.4845,0.875
1m,emb_clip,BFloat16,original,12,256,0.62,0.6085,0.91
1m,emb_clip,BFloat16,original,12,384,0.695,0.679,0.97
1m,emb_clip,BFloat16,original,12,512,0.82,0.8305,0.995
1m,emb_clip,BFloat16,original,12,640,0.865,0.8865,1.0
1m,emb_clip,BFloat16,original,12,768,0.945,0.9695,1.0
1m,emb_clip,BFloat16,original,13,128,0.51,0.4855,0.875
1m,emb_clip,BFloat16,original,13,256,0.62,0.6075,0.905
1m,emb_clip,BFloat16,original,13,384,0.685,0.682,0.97
1m,emb_clip,BFloat16,original,13,512,0.825,0.834,0.99
1m,emb_clip,BFloat16,original,13,640,0.875,0.8905,1.0
1m,emb_clip,BFloat16,original,13,768,0.985,0.983,1.0
1m,emb_clip,BFloat16,original,14,128,0.51,0.4855,0.875
1m,emb_clip,BFloat16,original,14,256,0.62,0.6085,0.905
1m,emb_clip,BFloat16,original,14,384,0.69,0.6815,0.97
1m,emb_clip,BFloat16,original,14,512,0.825,0.837,0.995
1m,emb_clip,BFloat16,original,14,640,0.885,0.8895,1.0
1m,emb_clip,BFloat16,original,14,768,0.98,0.988,1.0
1m,emb_clip,BFloat16,original,15,128,0.51,0.485,0.875
1m,emb_clip,BFloat16,original,15,256,0.62,0.6085,0.91
1m,emb_clip,BFloat16,original,15,384,0.69,0.683,0.97
1m,emb_clip,BFloat16,original,15,512,0.815,0.837,0.995
1m,emb_clip,BFloat16,original,15,640,0.88,0.891,1.0
1m,emb_clip,BFloat16,original,15,768,0.995,0.9945,1.0
1m,emb_clip,BFloat16,original,16,128,0.51,0.4855,0.875
1m,emb_clip,BFloat16,original,16,256,0.625,0.6085,0.91
1m,emb_clip,BFloat16,original,16,384,0.69,0.6835,0.97
1m,emb_clip,BFloat16,original,16,512,0.815,0.8365,0.995
1m,emb_clip,BFloat16,original,16,640,0.88,0.8925,1.0
1m,emb_clip,BFloat16,original,16,768,1.0,1.0,1.0
1m,emb_clip,BFloat16,rotated,1,128,0.0,0.0,0.0
1m,emb_clip,BFloat16,rotated,1,256,0.0,0.0,0.0
1m,emb_clip,BFloat16,rotated,1,384,0.0,0.0,0.0
1m,emb_clip,BFloat16,rotated,1,512,0.0,0.0,0.0
1m,emb_clip,BFloat16,rotated,1,640,0.0,0.0,0.0
1m,emb_clip,BFloat16,rotated,1,768,0.0,0.0,0.0
1m,emb_clip,BFloat16,rotated,2,128,0.0,0.0,0.0
1m,emb_clip,BFloat16,rotated,2,256,0.0,0.0,0.0
1m,emb_clip,BFloat16,rotated,2,384,0.0,0.0,0.0
1m,emb_clip,BFloat16,rotated,2,512,0.0,0.0,0.0
1m,emb_clip,BFloat16,rotated,2,640,0.0,0.0,0.0
1m,emb_clip,BFloat16,rotated,2,768,0.0,0.0,0.0
1m,emb_clip,BFloat16,rotated,3,128,0.23,0.232,0.545
1m,emb_clip,BFloat16,rotated,3,256,0.4,0.4115,0.77
1m,emb_clip,BFloat16,rotated,3,384,0.5,0.5,0.865
1m,emb_clip,BFloat16,rotated,3,512,0.58,0.577,0.915
1m,emb_clip,BFloat16,rotated,3,640,0.575,0.6215,0.975
1m,emb_clip,BFloat16,rotated,3,768,0.625,0.667,0.98
1m,emb_clip,BFloat16,rotated,4,128,0.23,0.232,0.545
1m,emb_clip,BFloat16,rotated,4,256,0.4,0.4115,0.77
1m,emb_clip,BFloat16,rotated,4,384,0.5,0.5,0.865
1m,emb_clip,BFloat16,rotated,4,512,0.58,0.577,0.915
1m,emb_clip,BFloat16,rotated,4,640,0.575,0.6215,0.975
1m,emb_clip,BFloat16,rotated,4,768,0.625,0.667,0.98
1m,emb_clip,BFloat16,rotated,5,128,0.235,0.229,0.54
1m,emb_clip,BFloat16,rotated,5,256,0.4,0.411,0.775
1m,emb_clip,BFloat16,rotated,5,384,0.495,0.501,0.87
1m,emb_clip,BFloat16,rotated,5,512,0.575,0.574,0.92
1m,emb_clip,BFloat16,rotated,5,640,0.575,0.624,0.97
1m,emb_clip,BFloat16,rotated,5,768,0.63,0.666,0.98
1m,emb_clip,BFloat16,rotated,6,128,0.33,0.321,0.665
1m,emb_clip,BFloat16,rotated,6,256,0.45,0.503,0.9
1m,emb_clip,BFloat16,rotated,6,384,0.565,0.5895,0.935
1m,emb_clip,BFloat16,rotated,6,512,0.635,0.6395,0.97
1m,emb_clip,BFloat16,rotated,6,640,0.68,0.689,0.985
1m,emb_clip,BFloat16,rotated,6,768,0.69,0.733,0.995
1m,emb_clip,BFloat16,rotated,7,128,0.32,0.323,0.68
1m,emb_clip,BFloat16,rotated,7,256,0.44,0.5,0.875
1m,emb_clip,BFloat16,rotated,7,384,0.55,0.5825,0.91
1m,emb_clip,BFloat16,rotated,7,512,0.615,0.619,0.935
1m,emb_clip,BFloat16,rotated,7,640,0.645,0.663,0.935
1m,emb_clip,BFloat16,rotated,7,768,0.68,0.6985,0.94
1m,emb_clip,BFloat16,rotated,8,128,0.435,0.437,0.825
1m,emb_clip,BFloat16,rotated,8,256,0.575,0.5945,0.95
1m,emb_clip,BFloat16,rotated,8,384,0.69,0.68,0.98
1m,emb_clip,BFloat16,rotated,8,512,0.76,0.737,0.995
1m,emb_clip,BFloat16,rotated,8,640,0.77,0.789,1.0
1m,emb_clip,BFloat16,rotated,8,768,0.82,0.831,1.0
1m,emb_clip,BFloat16,rotated,9,128,0.465,0.4805,0.88
1m,emb_clip,BFloat16,rotated,9,256,0.67,0.646,0.97
1m,emb_clip,BFloat16,rotated,9,384,0.735,0.7335,0.995
1m,emb_clip,BFloat16,rotated,9,512,0.795,0.7935,0.995
1m,emb_clip,BFloat16,rotated,9,640,0.84,0.8495,1.0
1m,emb_clip,BFloat16,rotated,9,768,0.865,0.8955,1.0
1m,emb_clip,BFloat16,rotated,10,128,0.5,0.518,0.9
1m,emb_clip,BFloat16,rotated,10,256,0.68,0.677,0.98
1m,emb_clip,BFloat16,rotated,10,384,0.75,0.7585,0.995
1m,emb_clip,BFloat16,rotated,10,512,0.845,0.825,1.0
1m,emb_clip,BFloat16,rotated,10,640,0.885,0.877,1.0
1m,emb_clip,BFloat16,rotated,10,768,0.92,0.94,1.0
1m,emb_clip,BFloat16,rotated,11,128,0.525,0.519,0.91
1m,emb_clip,BFloat16,rotated,11,256,0.67,0.683,0.975
1m,emb_clip,BFloat16,rotated,11,384,0.745,0.7755,0.995
1m,emb_clip,BFloat16,rotated,11,512,0.855,0.8365,1.0
1m,emb_clip,BFloat16,rotated,11,640,0.88,0.8965,1.0
1m,emb_clip,BFloat16,rotated,11,768,0.945,0.97,1.0
1m,emb_clip,BFloat16,rotated,12,128,0.51,0.5265,0.905
1m,emb_clip,BFloat16,rotated,12,256,0.685,0.692,0.98
1m,emb_clip,BFloat16,rotated,12,384,0.76,0.7755,0.995
1m,emb_clip,BFloat16,rotated,12,512,0.85,0.839,1.0
1m,emb_clip,BFloat16,rotated,12,640,0.885,0.9,1.0
1m,emb_clip,BFloat16,rotated,12,768,0.985,0.9845,1.0
1m,emb_clip,BFloat16,rotated,13,128,0.53,0.523,0.905
1m,emb_clip,BFloat16,rotated,13,256,0.67,0.69,0.985
1m,emb_clip,BFloat16,rotated,13,384,0.76,0.777,0.995
1m,emb_clip,BFloat16,rotated,13,512,0.86,0.843,1.0
1m,emb_clip,BFloat16,rotated,13,640,0.88,0.899,1.0
1m,emb_clip,BFloat16,rotated,13,768,0.99,0.991,1.0
1m,emb_clip,BFloat16,rotated,14,128,0.525,0.5225,0.905
1m,emb_clip,BFloat16,rotated,14,256,0.675,0.691,0.975
1m,emb_clip,BFloat16,rotated,14,384,0.77,0.7775,0.995
1m,emb_clip,BFloat16,rotated,14,512,0.86,0.841,1.0
1m,emb_clip,BFloat16,rotated,14,640,0.88,0.9005,1.0
1m,emb_clip,BFloat16,rotated,14,768,0.99,0.996,1.0
1m,emb_clip,BFloat16,rotated,15,128,0.525,0.524,0.905
1m,emb_clip,BFloat16,rotated,15,256,0.675,0.689,0.975
1m,emb_clip,BFloat16,rotated,15,384,0.77,0.779,0.995
1m,emb_clip,BFloat16,rotated,15,512,0.86,0.8405,1.0
1m,emb_clip,BFloat16,rotated,15,640,0.885,0.9005,1.0
1m,emb_clip,BFloat16,rotated,15,768,0.995,0.997,1.0
1m,emb_clip,BFloat16,rotated,16,128,0.525,0.525,0.91
1m,emb_clip,BFloat16,rotated,16,256,0.675,0.69,0.975
1m,emb_clip,BFloat16,rotated,16,384,0.765,0.7785,0.995
1m,emb_clip,BFloat16,rotated,16,512,0.86,0.8395,1.0
1m,emb_clip,BFloat16,rotated,16,640,0.88,0.901,1.0
1m,emb_clip,BFloat16,rotated,16,768,0.995,0.9985,1.0
1m,emb_clip,Int8,original,1,128,0.34,0.3095,0.695
1m,emb_clip,Int8,original,1,256,0.45,0.4615,0.85
1m,emb_clip,Int8,original,1,384,0.54,0.531,0.91
1m,emb_clip,Int8,original,1,512,0.575,0.597,0.935
1m,emb_clip,Int8,original,1,640,0.65,0.6335,0.98
1m,emb_clip,Int8,original,1,768,0.635,0.655,0.98
1m,emb_clip,Int8,original,2,128,0.435,0.434,0.825
1m,emb_clip,Int8,original,2,256,0.545,0.566,0.9
1m,emb_clip,Int8,original,2,384,0.625,0.634,0.94
1m,emb_clip,Int8,original,2,512,0.695,0.711,0.99
1m,emb_clip,Int8,original,2,640,0.75,0.7445,1.0
1m,emb_clip,Int8,original,2,768,0.81,0.7805,1.0
1m,emb_clip,Int8,original,3,128,0.49,0.467,0.87
1m,emb_clip,Int8,original,3,256,0.605,0.605,0.915
1m,emb_clip,Int8,original,3,384,0.69,0.67,0.96
1m,emb_clip,Int8,original,3,512,0.76,0.7675,0.995
1m,emb_clip,Int8,original,3,640,0.79,0.8025,1.0
1m,emb_clip,Int8,original,3,768,0.87,0.8455,1.0
1m,emb_clip,Int8,original,4,128,0.51,0.4835,0.875
1m,emb_clip,Int8,original,4,256,0.625,0.617,0.915
1m,emb_clip,Int8,original,4,384,0.695,0.685,0.975
1m,emb_clip,Int8,original,4,512,0.795,0.79,0.995
1m,emb_clip,Int8,original,4,640,0.825,0.8225,1.0
1m,emb_clip,Int8,original,4,768,0.895,0.8805,1.0
1m,emb_clip,Int8,original,5,128,0.515,0.487,0.88
1m,emb_clip,Int8,original,5,256,0.62,0.616,0.92
1m,emb_clip,Int8,original,5,384,0.71,0.6875,0.975
1m,emb_clip,Int8,original,5,512,0.815,0.7975,0.995
1m,emb_clip,Int8,original,5,640,0.85,0.8365,1.0
1m,emb_clip,Int8,original,5,768,0.92,0.9035,1.0
1m,emb_clip,Int8,original,6,128,0.51,0.488,0.88
1m,emb_clip,Int8,original,6,256,0.635,0.62,0.92
1m,emb_clip,Int8,original,6,384,0.7,0.6875,0.975
1m,emb_clip,Int8,original,6,512,0.81,0.809,0.99
1m,emb_clip,Int8,original,6,640,0.86,0.8455,1.0
1m,emb_clip,Int8,original,6,768,0.925,0.9195,1.0
1m,emb_clip,Int8,original,7,128,0.515,0.4865,0.875
1m,emb_clip,Int8,original,7,256,0.62,0.6185,0.925
1m,emb_clip,Int8,original,7,384,0.69,0.6875,0.975
1m,emb_clip,Int8,original,7,512,0.815,0.816,0.99
1m,emb_clip,Int8,original,7,640,0.865,0.8495,1.0
1m,emb_clip,Int8,original,7,768,0.94,0.931,1.0
1m,emb_clip,Int8,original,8,128,0.51,0.4865,0.875
1m,emb_clip,Int8,original,8,256,0.62,0.6135,0.915
1m,emb_clip,Int8,original,8,384,0.695,0.6875,0.975
1m,emb_clip,Int8,original,8,512,0.815,0.8165,0.99
1m,emb_clip,Int8,original,8,640,0.86,0.855,1.0
1m,emb_clip,Int8,original,8,768,0.935,0.936,1.0
1m,emb_clip,Int8,rotated,1,128,0.23,0.2315,0.545
1m,emb_clip,Int8,rotated,1,256,0.4,0.4135,0.775
1m,emb_clip,Int8,rotated,1,384,0.5,0.501,0.865
1m,emb_clip,Int8,rotated,1,512,0.575,0.5755,0.92
1m,emb_clip,Int8,rotated,1,640,0.575,0.6225,0.975
1m,emb_clip,Int8,rotated,1,768,0.625,0.665,0.98
1m,emb_clip,Int8,rotated,2,128,0.395,0.411,0.8
1m,emb_clip,Int8,rotated,2,256,0.555,0.575,0.94
1m,emb_clip,Int8,rotated,2,384,0.665,0.672,0.97
1m,emb_clip,Int8,rotated,2,512,0.755,0.7325,1.0
1m,emb_clip,Int8,rotated,2,640,0.775,0.777,1.0
1m,emb_clip,Int8,rotated,2,768,0.79,0.822,1.0
1m,emb_clip,Int8,rotated,3,128,0.46,0.4895,0.895
1m,emb_clip,Int8,rotated,3,256,0.605,0.647,0.98
1m,emb_clip,Int8,rotated,3,384,0.705,0.7325,0.995
1m,emb_clip,Int8,rotated,3,512,0.8,0.7945,1.0
1m,emb_clip,Int8,rotated,3,640,0.86,0.851,1.0
1m,emb_clip,Int8,rotated,3,768,0.87,0.896,1.0
1m,emb_clip,Int8,rotated,4,128,0.555,0.506,0.88
1m,emb_clip,Int8,rotated,4,256,0.69,0.6615,0.975
1m,emb_clip,Int8,rotated,4,384,0.735,0.7545,0.995
1m,emb_clip,Int8,rotated,4,512,0.835,0.82,1.0
1m,emb_clip,Int8,rotated,4,640,0.885,0.876,1.0
1m,emb_clip,Int8,rotated,4,768,0.93,0.933,1.0
1m,emb_clip,Int8,rotated,5,128,0.495,0.52,0.9
1m,emb_clip,Int8,rotated,5,256,0.695,0.689,0.98
1m,emb_clip,Int8,rotated,5,384,0.755,0.7745,0.995
1m,emb_clip,Int8,rotated,5,512,0.855,0.833,1.0
1m,emb_clip,Int8,rotated,5,640,0.88,0.893,1.0
1m,emb_clip,Int8,rotated,5,768,0.94,0.9645,1.0
1m,emb_clip,Int8,rotated,6,128,0.5,0.526,0.915
1m,emb_clip,Int8,rotated,6,256,0.685,0.687,0.99
1m,emb_clip,Int8,rotated,6,384,0.745,0.776,0.995
1m,emb_clip,Int8,rotated,6,512,0.85,0.842,1.0
1m,emb_clip,Int8,rotated,6,640,0.885,0.8995,1.0
1m,emb_clip,Int8,rotated,6,768,0.99,0.9795,1.0
1m,emb_clip,Int8,rotated,7,128,0.515,0.5255,0.91
1m,emb_clip,Int8,rotated,7,256,0.675,0.6925,0.985
1m,emb_clip,Int8,rotated,7,384,0.765,0.779,0.995
1m,emb_clip,Int8,rotated,7,512,0.855,0.8425,1.0
1m,emb_clip,Int8,rotated,7,640,0.885,0.896,1.0
1m,emb_clip,Int8,rotated,7,768,0.985,0.989,1.0
1m,emb_clip,Int8,rotated,8,128,0.525,0.526,0.91
1m,emb_clip,Int8,rotated,8,256,0.675,0.6935,0.98
1m,emb_clip,Int8,rotated,8,384,0.765,0.7755,0.995
1m,emb_clip,Int8,rotated,8,512,0.86,0.841,1.0
1m,emb_clip,Int8,rotated,8,640,0.88,0.9005,1.0
1m,emb_clip,Int8,rotated,8,768,0.995,0.995,1.0
1m,emb_nomic,BFloat16,original,1,128,0.0,0.0,0.0
1m,emb_nomic,BFloat16,original,1,256,0.0,0.0,0.0
1m,emb_nomic,BFloat16,original,1,384,0.0,0.0,0.0
1m,emb_nomic,BFloat16,original,1,512,0.0,0.0,0.0
1m,emb_nomic,BFloat16,original,1,640,0.0,0.0,0.0
1m,emb_nomic,BFloat16,original,1,768,0.0,0.0,0.0
1m,emb_nomic,BFloat16,original,2,128,0.0,0.0,0.0
1m,emb_nomic,BFloat16,original,2,256,0.0,0.0,0.0
1m,emb_nomic,BFloat16,original,2,384,0.0,0.0,0.0
1m,emb_nomic,BFloat16,original,2,512,0.0,0.0,0.0
1m,emb_nomic,BFloat16,original,2,640,0.0,0.0,0.0
1m,emb_nomic,BFloat16,original,2,768,0.0,0.0,0.0
1m,emb_nomic,BFloat16,original,3,128,0.11,0.149,0.35
1m,emb_nomic,BFloat16,original,3,256,0.3,0.3105,0.695
1m,emb_nomic,BFloat16,original,3,384,0.43,0.3955,0.75
1m,emb_nomic,BFloat16,original,3,512,0.485,0.4635,0.82
1m,emb_nomic,BFloat16,original,3,640,0.535,0.517,0.855
1m,emb_nomic,BFloat16,original,3,768,0.565,0.5615,0.87
1m,emb_nomic,BFloat16,original,4,128,0.11,0.149,0.35
1m,emb_nomic,BFloat16,original,4,256,0.3,0.3105,0.695
1m,emb_nomic,BFloat16,original,4,384,0.43,0.3955,0.75
1m,emb_nomic,BFloat16,original,4,512,0.485,0.4635,0.82
1m,emb_nomic,BFloat16,original,4,640,0.535,0.517,0.855
1m,emb_nomic,BFloat16,original,4,768,0.565,0.5615,0.87
1m,emb_nomic,BFloat16,original,5,128,0.11,0.149,0.355
1m,emb_nomic,BFloat16,original,5,256,0.295,0.3105,0.695
1m,emb_nomic,BFloat16,original,5,384,0.43,0.3955,0.75
1m,emb_nomic,BFloat16,original,5,512,0.49,0.4625,0.82
1m,emb_nomic,BFloat16,original,5,640,0.535,0.518,0.855
1m,emb_nomic,BFloat16,original,5,768,0.565,0.5625,0.87
1m,emb_nomic,BFloat16,original,6,128,0.255,0.2655,0.58
1m,emb_nomic,BFloat16,original,6,256,0.44,0.433,0.805
1m,emb_nomic,BFloat16,original,6,384,0.485,0.5375,0.875
1m,emb_nomic,BFloat16,original,6,512,0.565,0.601,0.895
1m,emb_nomic,BFloat16,original,6,640,0.6,0.637,0.93
1m,emb_nomic,BFloat16,original,6,768,0.635,0.679,0.93
1m,emb_nomic,BFloat16,original,7,128,0.275,0.2665,0.59
1m,emb_nomic,BFloat16,original,7,256,0.445,0.436,0.8
1m,emb_nomic,BFloat16,original,7,384,0.475,0.5395,0.865
1m,emb_nomic,BFloat16,original,7,512,0.57,0.6015,0.895
1m,emb_nomic,BFloat16,original,7,640,0.595,0.6395,0.925
1m,emb_nomic,BFloat16,original,7,768,0.625,0.68,0.92
1m,emb_nomic,BFloat16,original,8,128,0.445,0.4755,0.8
1m,emb_nomic,BFloat16,original,8,256,0.57,0.6285,0.965
1m,emb_nomic,BFloat16,original,8,384,0.655,0.69,0.985
1m,emb_nomic,BFloat16,original,8,512,0.72,0.755,1.0
1m,emb_nomic,BFloat16,original,8,640,0.73,0.7855,0.995
1m,emb_nomic,BFloat16,original,8,768,0.76,0.8225,1.0
1m,emb_nomic,BFloat16,original,9,128,0.52,0.545,0.89
1m,emb_nomic,BFloat16,original,9,256,0.645,0.6975,0.985
1m,emb_nomic,BFloat16,original,9,384,0.695,0.762,0.995
1m,emb_nomic,BFloat16,original,9,512,0.78,0.8135,0.995
1m,emb_nomic,BFloat16,original,9,640,0.815,0.853,1.0
1m,emb_nomic,BFloat16,original,9,768,0.825,0.8795,1.0
1m,emb_nomic,BFloat16,original,10,128,0.625,0.603,0.93
1m,emb_nomic,BFloat16,original,10,256,0.705,0.7445,0.99
1m,emb_nomic,BFloat16,original,10,384,0.755,0.8045,1.0
1m,emb_nomic,BFloat16,original,10,512,0.84,0.8535,1.0
1m,emb_nomic,BFloat16,original,10,640,0.86,0.904,1.0
1m,emb_nomic,BFloat16,original,10,768,0.915,0.9365,1.0
1m,emb_nomic,BFloat16,original,11,128,0.635,0.629,0.955
1m,emb_nomic,BFloat16,original,11,256,0.705,0.758,0.99
1m,emb_nomic,BFloat16,original,11,384,0.78,0.82,0.995
1m,emb_nomic,BFloat16,original,11,512,0.875,0.8785,1.0
1m,emb_nomic,BFloat16,original,11,640,0.885,0.9215,1.0
1m,emb_nomic,BFloat16,original,11,768,0.945,0.963,1.0
1m,emb_nomic,BFloat16,original,12,128,0.64,0.6365,0.96
1m,emb_nomic,BFloat16,original,12,256,0.715,0.767,0.99
1m,emb_nomic,BFloat16,original,12,384,0.785,0.8215,1.0
1m,emb_nomic,BFloat16,original,12,512,0.88,0.885,1.0
1m,emb_nomic,BFloat16,original,12,640,0.9,0.9305,1.0
1m,emb_nomic,BFloat16,original,12,768,0.975,0.9805,1.0
1m,emb_nomic,BFloat16,original,13,128,0.64,0.638,0.955
1m,emb_nomic,BFloat16,original,13,256,0.725,0.7685,0.99
1m,emb_nomic,BFloat16,original,13,384,0.795,0.824,1.0
1m,emb_nomic,BFloat16,original,13,512,0.885,0.8855,1.0
1m,emb_nomic,BFloat16,original,13,640,0.9,0.9305,1.0
1m,emb_nomic,BFloat16,original,13,768,0.985,0.987,1.0
1m,emb_nomic,BFloat16,original,14,128,0.645,0.639,0.955
1m,emb_nomic,BFloat16,original,14,256,0.73,0.77,0.99
1m,emb_nomic,BFloat16,original,14,384,0.79,0.8245,1.0
1m,emb_nomic,BFloat16,original,14,512,0.885,0.8845,1.0
1m,emb_nomic,BFloat16,original,14,640,0.905,0.93,1.0
1m,emb_nomic,BFloat16,original,14,768,0.98,0.994,1.0
1m,emb_nomic,BFloat16,original,15,128,0.645,0.639,0.955
1m,emb_nomic,BFloat16,original,15,256,0.725,0.77,0.995
1m,emb_nomic,BFloat16,original,15,384,0.785,0.827,1.0
1m,emb_nomic,BFloat16,original,15,512,0.88,0.887,1.0
1m,emb_nomic,BFloat16,original,15,640,0.905,0.93,1.0
1m,emb_nomic,BFloat16,original,15,768,1.0,0.9965,1.0
1m,emb_nomic,BFloat16,original,16,128,0.645,0.6395,0.96
1m,emb_nomic,BFloat16,original,16,256,0.73,0.769,0.995
1m,emb_nomic,BFloat16,original,16,384,0.785,0.826,1.0
1m,emb_nomic,BFloat16,original,16,512,0.88,0.886,1.0
1m,emb_nomic,BFloat16,original,16,640,0.9,0.929,1.0
1m,emb_nomic,BFloat16,original,16,768,1.0,1.0,1.0
1m,emb_nomic,BFloat16,rotated,1,128,0.0,0.0,0.0
1m,emb_nomic,BFloat16,rotated,1,256,0.0,0.0,0.0
1m,emb_nomic,BFloat16,rotated,1,384,0.0,0.0,0.0
1m,emb_nomic,BFloat16,rotated,1,512,0.0,0.0,0.0
1m,emb_nomic,BFloat16,rotated,1,640,0.0,0.0,0.0
1m,emb_nomic,BFloat16,rotated,1,768,0.0,0.0,0.0
1m,emb_nomic,BFloat16,rotated,2,128,0.0,0.0,0.0
1m,emb_nomic,BFloat16,rotated,2,256,0.0,0.0,0.0
1m,emb_nomic,BFloat16,rotated,2,384,0.0,0.0,0.0
1m,emb_nomic,BFloat16,rotated,2,512,0.0,0.0,0.0
1m,emb_nomic,BFloat16,rotated,2,640,0.0,0.0,0.0
1m,emb_nomic,BFloat16,rotated,2,768,0.0,0.0,0.0
1m,emb_nomic,BFloat16,rotated,3,128,0.185,0.219,0.485
1m,emb_nomic,BFloat16,rotated,3,256,0.355,0.3985,0.7
1m,emb_nomic,BFloat16,rotated,3,384,0.45,0.51,0.84
1m,emb_nomic,BFloat16,rotated,3,512,0.51,0.5725,0.91
1m,emb_nomic,BFloat16,rotated,3,640,0.57,0.617,0.935
1m,emb_nomic,BFloat16,rotated,3,768,0.62,0.653,0.95
1m,emb_nomic,BFloat16,rotated,4,128,0.185,0.219,0.485
1m,emb_nomic,BFloat16,rotated,4,256,0.355,0.3985,0.7
1m,emb_nomic,BFloat16,rotated,4,384,0.45,0.51,0.84
1m,emb_nomic,BFloat16,rotated,4,512,0.51,0.5725,0.91
1m,emb_nomic,BFloat16,rotated,4,640,0.57,0.617,0.935
1m,emb_nomic,BFloat16,rotated,4,768,0.62,0.653,0.95
1m,emb_nomic,BFloat16,rotated,5,128,0.18,0.221,0.495
1m,emb_nomic,BFloat16,rotated,5,256,0.365,0.397,0.71
1m,emb_nomic,BFloat16,rotated,5,384,0.44,0.509,0.845
1m,emb_nomic,BFloat16,rotated,5,512,0.51,0.569,0.905
1m,emb_nomic,BFloat16,rotated,5,640,0.585,0.6145,0.93
1m,emb_nomic,BFloat16,rotated,5,768,0.635,0.657,0.95
1m,emb_nomic,BFloat16,rotated,6,128,0.29,0.316,0.64
1m,emb_nomic,BFloat16,rotated,6,256,0.445,0.485,0.845
1m,emb_nomic,BFloat16,rotated,6,384,0.545,0.5895,0.925
1m,emb_nomic,BFloat16,rotated,6,512,0.565,0.656,0.965
1m,emb_nomic,BFloat16,rotated,6,640,0.645,0.6895,0.975
1m,emb_nomic,BFloat16,rotated,6,768,0.675,0.722,0.985
1m,emb_nomic,BFloat16,rotated,7,128,0.28,0.3165,0.63
1m,emb_nomic,BFloat16,rotated,7,256,0.375,0.396,0.6
1m,emb_nomic,BFloat16,rotated,7,384,0.395,0.4215,0.575
1m,emb_nomic,BFloat16,rotated,7,512,0.4,0.4625,0.575
1m,emb_nomic,BFloat16,rotated,7,640,0.435,0.4785,0.545
1m,emb_nomic,BFloat16,rotated,7,768,0.445,0.495,0.57
1m,emb_nomic,BFloat16,rotated,8,128,0.445,0.4575,0.85
1m,emb_nomic,BFloat16,rotated,8,256,0.59,0.6055,0.955
1m,emb_nomic,BFloat16,rotated,8,384,0.655,0.6885,0.97
1m,emb_nomic,BFloat16,rotated,8,512,0.72,0.7455,0.99
1m,emb_nomic,BFloat16,rotated,8,640,0.77,0.784,1.0
1m,emb_nomic,BFloat16,rotated,8,768,0.765,0.8105,1.0
1m,emb_nomic,BFloat16,rotated,9,128,0.52,0.532,0.885
1m,emb_nomic,BFloat16,rotated,9,256,0.63,0.6825,0.97
1m,emb_nomic,BFloat16,rotated,9,384,0.67,0.7665,0.995
1m,emb_nomic,BFloat16,rotated,9,512,0.71,0.816,1.0
1m,emb_nomic,BFloat16,rotated,9,640,0.785,0.8425,1.0
1m,emb_nomic,BFloat16,rotated,9,768,0.825,0.8765,1.0
1m,emb_nomic,BFloat16,rotated,10,128,0.55,0.5815,0.915
1m,emb_nomic,BFloat16,rotated,10,256,0.675,0.74,0.99
1m,emb_nomic,BFloat16,rotated,10,384,0.73,0.804,0.995
1m,emb_nomic,BFloat16,rotated,10,512,0.785,0.859,1.0
1m,emb_nomic,BFloat16,rotated,10,640,0.865,0.8935,1.0
1m,emb_nomic,BFloat16,rotated,10,768,0.91,0.932,1.0
1m,emb_nomic,BFloat16,rotated,11,128,0.575,0.603,0.925
1m,emb_nomic,BFloat16,rotated,11,256,0.69,0.757,0.99
1m,emb_nomic,BFloat16,rotated,11,384,0.78,0.8285,1.0
1m,emb_nomic,BFloat16,rotated,11,512,0.83,0.877,1.0
1m,emb_nomic,BFloat16,rotated,11,640,0.88,0.912,1.0
1m,emb_nomic,BFloat16,rotated,11,768,0.94,0.965,1.0
1m,emb_nomic,BFloat16,rotated,12,128,0.59,0.6095,0.93
1m,emb_nomic,BFloat16,rotated,12,256,0.715,0.758,0.985
1m,emb_nomic,BFloat16,rotated,12,384,0.765,0.834,1.0
1m,emb_nomic,BFloat16,rotated,12,512,0.85,0.8835,1.0
1m,emb_nomic,BFloat16,rotated,12,640,0.895,0.9215,1.0
1m,emb_nomic,BFloat16,rotated,12,768,0.985,0.981,1.0
1m,emb_nomic,BFloat16,rotated,13,128,0.595,0.611,0.925
1m,emb_nomic,BFloat16,rotated,13,256,0.705,0.7635,0.985
1m,emb_nomic,BFloat16,rotated,13,384,0.775,0.833,1.0
1m,emb_nomic,BFloat16,rotated,13,512,0.845,0.8855,1.0
1m,emb_nomic,BFloat16,rotated,13,640,0.895,0.9205,1.0
1m,emb_nomic,BFloat16,rotated,13,768,0.98,0.99,1.0
1m,emb_nomic,BFloat16,rotated,14,128,0.59,0.6125,0.925
1m,emb_nomic,BFloat16,rotated,14,256,0.7,0.7645,0.985
1m,emb_nomic,BFloat16,rotated,14,384,0.775,0.834,1.0
1m,emb_nomic,BFloat16,rotated,14,512,0.835,0.886,1.0
1m,emb_nomic,BFloat16,rotated,14,640,0.895,0.9205,1.0
1m,emb_nomic,BFloat16,rotated,14,768,1.0,0.995,1.0
1m,emb_nomic,BFloat16,rotated,15,128,0.59,0.6125,0.93
